Time,Electricity_load
2011-01-01 00:15:00,5.98
2011-01-01 00:30:00,8.45
2011-01-01 00:45:00,9.93
2011-01-01 01:00:00,6.92
2011-01-01 01:15:00,5.9
2011-01-01 01:30:00,7.01
2011-01-01 01:45:00,5.73
2011-01-01 02:00:00,6.86
2011-01-01 02:15:00,7.58
2011-01-01 02:30:00,6.93
2011-01-01 02:45:00,7.33
2011-01-01 03:00:00,6.13
2011-01-01 03:15:00,5.84
2011-01-01 03:30:00,8.66
2011-01-01 03:45:00,6.8
2011-01-01 04:00:00,7.45
2011-01-01 04:15:00,5.06
2011-01-01 04:30:00,8.95
2011-01-01 04:45:00,5.27
2011-01-01 05:00:00,6.19
2011-01-01 05:15:00,6.6
2011-01-01 05:30:00,9.59
2011-01-01 05:45:00,6.93
2011-01-01 06:00:00,7.6
2011-01-01 06:15:00,11.29
2011-01-01 06:30:00,11.04
2011-01-01 06:45:00,11.63
2011-01-01 07:00:00,10.82
2011-01-01 07:15:00,14.42
2011-01-01 07:30:00,9.92
2011-01-01 07:45:00,14.63
2011-01-01 08:00:00,12.76
2011-01-01 08:15:00,10.01
2011-01-01 08:30:00,14.98
2011-01-01 08:45:00,10.7
2011-01-01 09:00:00,10.99
2011-01-01 09:15:00,12.38
2011-01-01 09:30:00,12.62
2011-01-01 09:45:00,12.92
2011-01-01 10:00:00,12.38
2011-01-01 10:15:00,12.87
2011-01-01 10:30:00,10.79
2011-01-01 10:45:00,9.97
2011-01-01 11:00:00,14.57
2011-01-01 11:15:00,15.84
2011-01-01 11:30:00,17.49
2011-01-01 11:45:00,19.41
2011-01-01 12:00:00,15.33
2011-01-01 12:15:00,13.95
2011-01-01 12:30:00,19.2
2011-01-01 12:45:00,18.96
2011-01-01 13:00:00,19.78
2011-01-01 13:15:00,14.55
2011-01-01 13:30:00,17.7
2011-01-01 13:45:00,13.55
2011-01-01 14:00:00,14.86
2011-01-01 14:15:00,20.38
2011-01-01 14:30:00,19.01
2011-01-01 14:45:00,15.58
2011-01-01 15:00:00,20.17
2011-01-01 15:15:00,17.07
2011-01-01 15:30:00,15.59
2011-01-01 15:45:00,16.38
2011-01-01 16:00:00,14.77
2011-01-01 16:15:00,14.96
2011-01-01 16:30:00,19.19
2011-01-01 16:45:00,16.73
2011-01-01 17:00:00,26.21
2011-01-01 17:15:00,19.8
2011-01-01 17:30:00,25.12
2011-01-01 17:45:00,26.05
2011-01-01 18:00:00,22.08
2011-01-01 18:15:00,18.21
2011-01-01 18:30:00,22.96
2011-01-01 18:45:00,19.66
2011-01-01 19:00:00,19.87
2011-01-01 19:15:00,24.17
2011-01-01 19:30:00,21.59
2011-01-01 19:45:00,24.45
2011-01-01 20:00:00,25.15
2011-01-01 20:15:00,24.99
2011-01-01 20:30:00,18.31
2011-01-01 20:45:00,24.96
2011-01-01 21:00:00,22.13
2011-01-01 21:15:00,23.69
2011-01-01 21:30:00,23.77
2011-01-01 21:45:00,24.64
2011-01-01 22:00:00,18.34
2011-01-01 22:15:00,22.41
2011-01-01 22:30:00,25.48
2011-01-01 22:45:00,26.27
2011-01-01 23:00:00,28.29
2011-01-01 23:15:00,31.66
2011-01-01 23:30:00,27.62
2011-01-01 23:45:00,26.99
2011-01-02 00:00:00,23.59
2011-01-02 00:15:00,30.22
2011-01-02 00:30:00,31.37
2011-01-02 00:45:00,30.89
2011-01-02 01:00:00,27.51
2011-01-02 01:15:00,23.28
2011-01-02 01:30:00,30.18
2011-01-02 01:45:00,29.7
2011-01-02 02:00:00,24.97
2011-01-02 02:15:00,27.83
2011-01-02 02:30:00,26.61
2011-01-02 02:45:00,30.65
2011-01-02 03:00:00,29.55
2011-01-02 03:15:00,30.87
2011-01-02 03:30:00,28.38
2011-01-02 03:45:00,23.02
2011-01-02 04:00:00,25.02
2011-01-02 04:15:00,26.51
2011-01-02 04:30:00,27.5
2011-01-02 04:45:00,24.4
2011-01-02 05:00:00,28.91
2011-01-02 05:15:00,28.81
2011-01-02 05:30:00,26.31
2011-01-02 05:45:00,24.88
2011-01-02 06:00:00,23.94
2011-01-02 06:15:00,27.39
2011-01-02 06:30:00,28.49
2011-01-02 06:45:00,23.43
2011-01-02 07:00:00,26.19
2011-01-02 07:15:00,28.0
2011-01-02 07:30:00,29.9
2011-01-02 07:45:00,26.06
2011-01-02 08:00:00,26.03
2011-01-02 08:15:00,25.54
2011-01-02 08:30:00,25.71
2011-01-02 08:45:00,27.96
2011-01-02 09:00:00,28.46
2011-01-02 09:15:00,24.79
2011-01-02 09:30:00,23.42
2011-01-02 09:45:00,27.42
2011-01-02 10:00:00,28.53
2011-01-02 10:15:00,24.54
2011-01-02 10:30:00,23.32
2011-01-02 10:45:00,27.54
2011-01-02 11:00:00,30.11
2011-01-02 11:15:00,23.44
2011-01-02 11:30:00,29.3
2011-01-02 11:45:00,26.46
2011-01-02 12:00:00,28.87
2011-01-02 12:15:00,27.69
2011-01-02 12:30:00,25.95
2011-01-02 12:45:00,26.92
2011-01-02 13:00:00,30.64
2011-01-02 13:15:00,23.37
2011-01-02 13:30:00,29.6
2011-01-02 13:45:00,26.05
2011-01-02 14:00:00,29.83
2011-01-02 14:15:00,30.24
2011-01-02 14:30:00,23.43
2011-01-02 14:45:00,25.37
2011-01-02 15:00:00,27.29
2011-01-02 15:15:00,27.24
2011-01-02 15:30:00,25.1
2011-01-02 15:45:00,27.03
2011-01-02 16:00:00,23.7
2011-01-02 16:15:00,25.35
2011-01-02 16:30:00,29.7
2011-01-02 16:45:00,30.34
2011-01-02 17:00:00,29.07
2011-01-02 17:15:00,29.67
2011-01-02 17:30:00,27.3
2011-01-02 17:45:00,27.07
2011-01-02 18:00:00,27.17
2011-01-02 18:15:00,25.85
2011-01-02 18:30:00,26.23
2011-01-02 18:45:00,30.42
2011-01-02 19:00:00,29.46
2011-01-02 19:15:00,24.29
2011-01-02 19:30:00,24.67
2011-01-02 19:45:00,30.74
2011-01-02 20:00:00,29.69
2011-01-02 20:15:00,28.41
2011-01-02 20:30:00,24.54
2011-01-02 20:45:00,26.94
2011-01-02 21:00:00,26.76
2011-01-02 21:15:00,31.85
2011-01-02 21:30:00,31.39
2011-01-02 21:45:00,23.03
2011-01-02 22:00:00,30.51
2011-01-02 22:15:00,26.3
2011-01-02 22:30:00,27.45
2011-01-02 22:45:00,27.56
2011-01-02 23:00:00,27.34
2011-01-02 23:15:00,31.81
2011-01-02 23:30:00,27.85
2011-01-02 23:45:00,34.74
2011-01-03 00:00:00,27.54
2011-01-03 00:15:00,36.39
2011-01-03 00:30:00,34.84
2011-01-03 00:45:00,27.9
2011-01-03 01:00:00,29.18
2011-01-03 01:15:00,30.69
2011-01-03 01:30:00,30.71
2011-01-03 01:45:00,28.21
2011-01-03 02:00:00,37.65
2011-01-03 02:15:00,29.07
2011-01-03 02:30:00,36.21
2011-01-03 02:45:00,36.2
2011-01-03 03:00:00,37.4
2011-01-03 03:15:00,33.98
2011-01-03 03:30:00,27.01
2011-01-03 03:45:00,36.89
2011-01-03 04:00:00,36.64
2011-01-03 04:15:00,34.52
2011-01-03 04:30:00,27.39
2011-01-03 04:45:00,33.77
2011-01-03 05:00:00,32.81
2011-01-03 05:15:00,28.52
2011-01-03 05:30:00,35.24
2011-01-03 05:45:00,35.68
2011-01-03 06:00:00,31.76
2011-01-03 06:15:00,37.5
2011-01-03 06:30:00,36.99
2011-01-03 06:45:00,36.35
2011-01-03 07:00:00,36.0
2011-01-03 07:15:00,36.95
2011-01-03 07:30:00,33.03
2011-01-03 07:45:00,34.4
2011-01-03 08:00:00,35.23
2011-01-03 08:15:00,31.07
2011-01-03 08:30:00,29.53
2011-01-03 08:45:00,32.59
2011-01-03 09:00:00,33.61
2011-01-03 09:15:00,35.08
2011-01-03 09:30:00,31.31
2011-01-03 09:45:00,37.98
2011-01-03 10:00:00,35.41
2011-01-03 10:15:00,35.38
2011-01-03 10:30:00,37.04
2011-01-03 10:45:00,32.47
2011-01-03 11:00:00,31.27
2011-01-03 11:15:00,33.76
2011-01-03 11:30:00,28.68
2011-01-03 11:45:00,33.12
2011-01-03 12:00:00,36.76
2011-01-03 12:15:00,31.86
2011-01-03 12:30:00,31.12
2011-01-03 12:45:00,32.51
2011-01-03 13:00:00,34.54
2011-01-03 13:15:00,28.65
2011-01-03 13:30:00,29.25
2011-01-03 13:45:00,27.89
2011-01-03 14:00:00,35.68
2011-01-03 14:15:00,28.68
2011-01-03 14:30:00,36.77
2011-01-03 14:45:00,34.87
2011-01-03 15:00:00,28.38
2011-01-03 15:15:00,27.87
2011-01-03 15:30:00,30.72
2011-01-03 15:45:00,35.6
2011-01-03 16:00:00,28.27
2011-01-03 16:15:00,37.06
2011-01-03 16:30:00,36.55
2011-01-03 16:45:00,28.11
2011-01-03 17:00:00,37.63
2011-01-03 17:15:00,29.47
2011-01-03 17:30:00,30.37
2011-01-03 17:45:00,30.72
2011-01-03 18:00:00,36.57
2011-01-03 18:15:00,33.48
2011-01-03 18:30:00,37.73
2011-01-03 18:45:00,29.6
2011-01-03 19:00:00,40.82
2011-01-03 19:15:00,40.79
2011-01-03 19:30:00,35.8
2011-01-03 19:45:00,33.16
2011-01-03 20:00:00,35.44
2011-01-03 20:15:00,41.32
2011-01-03 20:30:00,35.19
2011-01-03 20:45:00,33.88
2011-01-03 21:00:00,36.8
2011-01-03 21:15:00,35.78
2011-01-03 21:30:00,39.52
2011-01-03 21:45:00,35.8
2011-01-03 22:00:00,40.14
2011-01-03 22:15:00,39.4
2011-01-03 22:30:00,38.13
2011-01-03 22:45:00,38.26
2011-01-03 23:00:00,41.68
2011-01-03 23:15:00,35.01
2011-01-03 23:30:00,42.85
2011-01-03 23:45:00,33.26
2011-01-04 00:00:00,35.72
2011-01-04 00:15:00,41.1
2011-01-04 00:30:00,40.3
2011-01-04 00:45:00,33.6
2011-01-04 01:00:00,32.54
2011-01-04 01:15:00,35.81
2011-01-04 01:30:00,35.31
2011-01-04 01:45:00,37.28
2011-01-04 02:00:00,34.62
2011-01-04 02:15:00,39.64
2011-01-04 02:30:00,33.2
2011-01-04 02:45:00,33.99
2011-01-04 03:00:00,33.25
2011-01-04 03:15:00,32.32
2011-01-04 03:30:00,39.05
2011-01-04 03:45:00,33.2
2011-01-04 04:00:00,40.69
2011-01-04 04:15:00,34.53
2011-01-04 04:30:00,36.99
2011-01-04 04:45:00,33.64
2011-01-04 05:00:00,37.92
2011-01-04 05:15:00,32.65
2011-01-04 05:30:00,36.13
2011-01-04 05:45:00,36.47
2011-01-04 06:00:00,35.31
2011-01-04 06:15:00,38.77
2011-01-04 06:30:00,33.08
2011-01-04 06:45:00,42.64
2011-01-04 07:00:00,37.74
2011-01-04 07:15:00,42.77
2011-01-04 07:30:00,37.61
2011-01-04 07:45:00,34.99
2011-01-04 08:00:00,33.42
2011-01-04 08:15:00,39.2
2011-01-04 08:30:00,37.28
2011-01-04 08:45:00,38.15
2011-01-04 09:00:00,41.19
2011-01-04 09:15:00,42.28
2011-01-04 09:30:00,35.12
2011-01-04 09:45:00,39.89
2011-01-04 10:00:00,41.87
2011-01-04 10:15:00,36.01
2011-01-04 10:30:00,35.69
2011-01-04 10:45:00,42.59
2011-01-04 11:00:00,35.61
2011-01-04 11:15:00,36.46
2011-01-04 11:30:00,38.85
2011-01-04 11:45:00,39.63
2011-01-04 12:00:00,39.3
2011-01-04 12:15:00,41.97
2011-01-04 12:30:00,37.75
2011-01-04 12:45:00,37.58
2011-01-04 13:00:00,35.29
2011-01-04 13:15:00,40.28
2011-01-04 13:30:00,33.74
2011-01-04 13:45:00,40.33
2011-01-04 14:00:00,38.46
2011-01-04 14:15:00,46.64
2011-01-04 14:30:00,37.97
2011-01-04 14:45:00,37.09
2011-01-04 15:00:00,43.92
2011-01-04 15:15:00,41.71
2011-01-04 15:30:00,47.87
2011-01-04 15:45:00,47.77
2011-01-04 16:00:00,45.66
2011-01-04 16:15:00,40.18
2011-01-04 16:30:00,42.71
2011-01-04 16:45:00,40.93
2011-01-04 17:00:00,43.46
2011-01-04 17:15:00,46.72
2011-01-04 17:30:00,38.55
2011-01-04 17:45:00,46.6
2011-01-04 18:00:00,39.36
2011-01-04 18:15:00,46.03
2011-01-04 18:30:00,45.87
2011-01-04 18:45:00,40.1
2011-01-04 19:00:00,40.11
2011-01-04 19:15:00,45.82
2011-01-04 19:30:00,45.49
2011-01-04 19:45:00,42.77
2011-01-04 20:00:00,37.03
2011-01-04 20:15:00,40.89
2011-01-04 20:30:00,44.64
2011-01-04 20:45:00,42.43
2011-01-04 21:00:00,45.74
2011-01-04 21:15:00,41.46
2011-01-04 21:30:00,44.62
2011-01-04 21:45:00,47.81
2011-01-04 22:00:00,41.21
2011-01-04 22:15:00,46.6
2011-01-04 22:30:00,46.04
2011-01-04 22:45:00,38.79
2011-01-04 23:00:00,38.91
2011-01-04 23:15:00,47.86
2011-01-04 23:30:00,47.61
2011-01-04 23:45:00,42.67
2011-01-05 00:00:00,46.95
2011-01-05 00:15:00,44.32
2011-01-05 00:30:00,37.67
2011-01-05 00:45:00,47.34
2011-01-05 01:00:00,40.16
2011-01-05 01:15:00,37.25
2011-01-05 01:30:00,45.31
2011-01-05 01:45:00,39.01
2011-01-05 02:00:00,47.19
2011-01-05 02:15:00,44.93
2011-01-05 02:30:00,44.68
2011-01-05 02:45:00,44.85
2011-01-05 03:00:00,45.22
2011-01-05 03:15:00,44.52
2011-01-05 03:30:00,45.92
2011-01-05 03:45:00,43.94
2011-01-05 04:00:00,38.37
2011-01-05 04:15:00,47.3
2011-01-05 04:30:00,43.42
2011-01-05 04:45:00,37.61
2011-01-05 05:00:00,47.38
2011-01-05 05:15:00,40.19
2011-01-05 05:30:00,42.04
2011-01-05 05:45:00,42.48
2011-01-05 06:00:00,38.28
2011-01-05 06:15:00,44.22
2011-01-05 06:30:00,46.91
2011-01-05 06:45:00,49.48
2011-01-05 07:00:00,49.04
2011-01-05 07:15:00,44.13
2011-01-05 07:30:00,46.71
2011-01-05 07:45:00,43.7
2011-01-05 08:00:00,47.6
2011-01-05 08:15:00,52.21
2011-01-05 08:30:00,50.29
2011-01-05 08:45:00,42.6
2011-01-05 09:00:00,41.56
2011-01-05 09:15:00,50.61
2011-01-05 09:30:00,53.81
2011-01-05 09:45:00,47.87
2011-01-05 10:00:00,46.74
2011-01-05 10:15:00,51.08
2011-01-05 10:30:00,49.04
2011-01-05 10:45:00,49.37
2011-01-05 11:00:00,52.09
2011-01-05 11:15:00,51.4
2011-01-05 11:30:00,50.44
2011-01-05 11:45:00,47.71
2011-01-05 12:00:00,50.22
2011-01-05 12:15:00,43.85
2011-01-05 12:30:00,53.18
2011-01-05 12:45:00,53.93
2011-01-05 13:00:00,43.95
2011-01-05 13:15:00,44.27
2011-01-05 13:30:00,43.51
2011-01-05 13:45:00,53.46
2011-01-05 14:00:00,46.31
2011-01-05 14:15:00,52.69
2011-01-05 14:30:00,47.86
2011-01-05 14:45:00,47.5
2011-01-05 15:00:00,49.47
2011-01-05 15:15:00,46.46
2011-01-05 15:30:00,42.06
2011-01-05 15:45:00,46.13
2011-01-05 16:00:00,46.99
2011-01-05 16:15:00,45.47
2011-01-05 16:30:00,53.62
2011-01-05 16:45:00,45.53
2011-01-05 17:00:00,46.48
2011-01-05 17:15:00,46.99
2011-01-05 17:30:00,49.06
2011-01-05 17:45:00,52.63
2011-01-05 18:00:00,46.02
2011-01-05 18:15:00,49.08
2011-01-05 18:30:00,53.48
2011-01-05 18:45:00,45.73
2011-01-05 19:00:00,49.62
2011-01-05 19:15:00,52.23
2011-01-05 19:30:00,48.84
2011-01-05 19:45:00,41.87
2011-01-05 20:00:00,42.52
2011-01-05 20:15:00,50.22
2011-01-05 20:30:00,48.06
2011-01-05 20:45:00,46.6
2011-01-05 21:00:00,42.46
2011-01-05 21:15:00,46.74
2011-01-05 21:30:00,43.88
2011-01-05 21:45:00,49.85
2011-01-05 22:00:00,53.36
2011-01-05 22:15:00,45.84
2011-01-05 22:30:00,49.08
2011-01-05 22:45:00,51.17
2011-01-05 23:00:00,51.7
2011-01-05 23:15:00,41.69
2011-01-05 23:30:00,52.54
2011-01-05 23:45:00,46.32
2011-01-06 00:00:00,52.08
2011-01-06 00:15:00,42.64
2011-01-06 00:30:00,43.24
2011-01-06 00:45:00,49.97
2011-01-06 01:00:00,48.39
2011-01-06 01:15:00,52.33
2011-01-06 01:30:00,46.04
2011-01-06 01:45:00,51.21
2011-01-06 02:00:00,43.48
2011-01-06 02:15:00,47.62
2011-01-06 02:30:00,48.12
2011-01-06 02:45:00,54.38
2011-01-06 03:00:00,55.0
2011-01-06 03:15:00,58.22
2011-01-06 03:30:00,59.27
2011-01-06 03:45:00,56.35
2011-01-06 04:00:00,52.84
2011-01-06 04:15:00,54.99
2011-01-06 04:30:00,49.22
2011-01-06 04:45:00,50.45
2011-01-06 05:00:00,50.74
2011-01-06 05:15:00,55.23
2011-01-06 05:30:00,51.88
2011-01-06 05:45:00,51.71
2011-01-06 06:00:00,46.29
2011-01-06 06:15:00,55.59
2011-01-06 06:30:00,59.95
2011-01-06 06:45:00,48.63
2011-01-06 07:00:00,57.25
2011-01-06 07:15:00,58.93
2011-01-06 07:30:00,47.75
2011-01-06 07:45:00,58.39
2011-01-06 08:00:00,49.65
2011-01-06 08:15:00,55.73
2011-01-06 08:30:00,46.14
2011-01-06 08:45:00,47.81
2011-01-06 09:00:00,52.18
2011-01-06 09:15:00,50.85
2011-01-06 09:30:00,47.63
2011-01-06 09:45:00,54.69
2011-01-06 10:00:00,58.08
2011-01-06 10:15:00,59.56
2011-01-06 10:30:00,57.54
2011-01-06 10:45:00,53.46
2011-01-06 11:00:00,57.65
2011-01-06 11:15:00,51.73
2011-01-06 11:30:00,49.93
2011-01-06 11:45:00,57.88
2011-01-06 12:00:00,49.82
2011-01-06 12:15:00,51.46
2011-01-06 12:30:00,52.35
2011-01-06 12:45:00,53.1
2011-01-06 13:00:00,48.39
2011-01-06 13:15:00,48.5
2011-01-06 13:30:00,55.38
2011-01-06 13:45:00,53.89
2011-01-06 14:00:00,56.1
2011-01-06 14:15:00,46.32
2011-01-06 14:30:00,53.55
2011-01-06 14:45:00,49.29
2011-01-06 15:00:00,54.3
2011-01-06 15:15:00,46.31
2011-01-06 15:30:00,50.43
2011-01-06 15:45:00,51.19
2011-01-06 16:00:00,49.76
2011-01-06 16:15:00,55.9
2011-01-06 16:30:00,46.77
2011-01-06 16:45:00,49.2
2011-01-06 17:00:00,59.37
2011-01-06 17:15:00,56.35
2011-01-06 17:30:00,49.29
2011-01-06 17:45:00,51.38
2011-01-06 18:00:00,59.77
2011-01-06 18:15:00,57.6
2011-01-06 18:30:00,48.91
2011-01-06 18:45:00,54.87
2011-01-06 19:00:00,51.87
2011-01-06 19:15:00,59.89
2011-01-06 19:30:00,54.93
2011-01-06 19:45:00,49.38
2011-01-06 20:00:00,56.61
2011-01-06 20:15:00,59.13
2011-01-06 20:30:00,58.03
2011-01-06 20:45:00,56.11
2011-01-06 21:00:00,52.43
2011-01-06 21:15:00,53.23
2011-01-06 21:30:00,58.57
2011-01-06 21:45:00,47.53
2011-01-06 22:00:00,62.43
2011-01-06 22:15:00,64.21
2011-01-06 22:30:00,58.92
2011-01-06 22:45:00,51.73
2011-01-06 23:00:00,51.44
2011-01-06 23:15:00,55.6
2011-01-06 23:30:00,62.55
2011-01-06 23:45:00,56.98
2011-01-07 00:00:00,52.78
2011-01-07 00:15:00,61.89
2011-01-07 00:30:00,64.12
2011-01-07 00:45:00,56.73
2011-01-07 01:00:00,64.14
2011-01-07 01:15:00,60.56
2011-01-07 01:30:00,62.54
2011-01-07 01:45:00,52.44
2011-01-07 02:00:00,55.2
2011-01-07 02:15:00,63.23
2011-01-07 02:30:00,52.0
2011-01-07 02:45:00,61.26
2011-01-07 03:00:00,53.1
2011-01-07 03:15:00,50.27
2011-01-07 03:30:00,51.49
2011-01-07 03:45:00,50.29
2011-01-07 04:00:00,60.49
2011-01-07 04:15:00,56.39
2011-01-07 04:30:00,54.29
2011-01-07 04:45:00,62.33
2011-01-07 05:00:00,62.93
2011-01-07 05:15:00,63.0
2011-01-07 05:30:00,51.62
2011-01-07 05:45:00,55.13
2011-01-07 06:00:00,51.6
2011-01-07 06:15:00,53.16
2011-01-07 06:30:00,53.75
2011-01-07 06:45:00,63.79
2011-01-07 07:00:00,50.58
2011-01-07 07:15:00,51.21
2011-01-07 07:30:00,65.69
2011-01-07 07:45:00,56.2
2011-01-07 08:00:00,56.15
2011-01-07 08:15:00,60.37
2011-01-07 08:30:00,54.09
2011-01-07 08:45:00,63.71
2011-01-07 09:00:00,57.42
2011-01-07 09:15:00,63.5
2011-01-07 09:30:00,63.27
2011-01-07 09:45:00,66.21
2011-01-07 10:00:00,62.27
2011-01-07 10:15:00,61.35
2011-01-07 10:30:00,63.0
2011-01-07 10:45:00,57.09
2011-01-07 11:00:00,62.45
2011-01-07 11:15:00,58.74
2011-01-07 11:30:00,57.34
2011-01-07 11:45:00,55.03
2011-01-07 12:00:00,55.42
2011-01-07 12:15:00,56.55
2011-01-07 12:30:00,59.36
2011-01-07 12:45:00,58.43
2011-01-07 13:00:00,57.35
2011-01-07 13:15:00,59.26
2011-01-07 13:30:00,69.89
2011-01-07 13:45:00,60.57
2011-01-07 14:00:00,69.65
2011-01-07 14:15:00,55.25
2011-01-07 14:30:00,55.65
2011-01-07 14:45:00,66.84
2011-01-07 15:00:00,54.47
2011-01-07 15:15:00,67.93
2011-01-07 15:30:00,58.61
2011-01-07 15:45:00,59.44
2011-01-07 16:00:00,61.8
2011-01-07 16:15:00,65.85
2011-01-07 16:30:00,60.27
